6.462744053459763904e+01,2.490217305882540602e-02
8.072567630739139588e+01,2.263737400507947334e-02
1.558483981671506626e+02,1.634589577408701588e-02
1.631983693885075297e+02,1.270848750884677122e-02
1.727723105255759037e+02,1.270848750884677122e-02
1.735963812893333795e+02,7.459506744140420587e-03
1.810006199318231666e+02,1.270990885132685516e-02
1.284746634880760610e+02,1.875188418237828253e-02
1.887583306995254020e+02,1.514518133678005758e-02
1.466859494672456208e+02,1.436669490360736705e-02
1.965479868543060888e+02,1.440421152941270301e-02
1.596596677323648237e+02,1.431324880214956095e-02
1.475610810947345612e+02,1.448227319595681538e-02
1.640176999072290869e+02,1.448511588091698152e-02
8.171428464937565650e+01,2.649100487647572735e-02
2.272097350353894001e+02,5.591822779820432819e-03
1.277360562556256127e+02,1.738839324037312270e-02
2.125097925926756943e+02,1.286663931030092300e-02
2.188702769779859807e+02,3.906250000000000000e-03
2.387727708145492329e+02,9.845651644775209321e-03
