526,40,484
529,137,294
86,74,472
234,83,387
110,64,0
526,576,432
530,647,607
103,105,69
19,66,3
101,125,554
149,112,429
177,118,48
63,99,31
164,72,505
57,61,489
85,121,20
105,0,524
112,97,173
120,106,543
377,108,103
65,118,121
96,121,474
134,90,114
102,66,393
68,46,138
447,673,572
19,48,457
106,31,54
96,87,507
92,112,0
79,94,92
119,81,77
156,115,145
0,88,8
66,47,86
611,0,533
64,92,76
71,87,422
128,76,0
484,576,446
0,42,148
48,53,89
262,105,505
73,524,528
145,88,76
71,94,26
113,88,453
63,120,15
67,39,380
115,0,0
604,0,579
105,0,117
71,74,0
87,16,143
186,76,476
44,103,451
619,109,573
127,154,1
230,71,518
134,137,140
660,45,589
146,57,511
179,94,476
97,50,452
557,570,578
481,644,639
135,0,404
91,67,140
567,69,571
532,117,528
56,24,0
101,80,2
0,58,0
118,163,403
70,43,121
579,15,580
106,79,499
107,114,86
54,60,9
543,75,579
604,96,528
123,49,479
108,69,466
88,97,511
143,123,505
679,35,611
641,63,607
46,135,5
90,71,123
537,615,558
516,30,563
539,413,474
117,116,54
72,56,60
448,633,576
81,83,151
161,62,158
60,117,479
0,115,0
0,62,148
75,138,0
27,107,427
137,49,0
0,34,78
103,118,50
72,114,511
492,672,587
51,67,402
0,185,437
544,696,644
70,28,227
52,4,108
90,321,459
71,73,9
88,6,227
501,68,573
110,86,443
144,55,314
102,0,588
530,85,482
115,18,182
78,90,495
440,615,604
111,66,420
51,25,428
520,646,582
502,671,607
109,60,83
104,132,19
123,0,14
705,104,622
99,60,442
102,14,491
126,0,455
560,118,599
58,0,33
29,59,129
60,138,76
55,97,179
124,49,47
73,68,463
71,67,103
117,0,282
112,15,66
92,137,104
87,35,17
179,92,96
82,95,101
92,95,152
79,0,37
65,43,0
172,78,607
128,101,480
88,41,48
54,27,444
86,81,254
369,110,112
106,62,59
103,106,45
149,95,409
241,68,204
87,60,152
575,30,553
0,112,365
45,116,84
555,652,601
118,29,80
601,12,495
56,140,527
595,87,553
127,98,0
5,33,163
100,115,455
35,98,444
97,104,409
139,30,171
303,143,473
122,0,18
109,52,5
612,71,566
116,106,7
91,30,134
102,97,75
603,74,450
99,116,113
0,110,47
38,149,66
87,135,0
23,19,102
59,69,443
45,64,101
91,123,179
112,0,72
127,111,472
16,84,309
169,65,255
101,106,98
84,84,555
49,0,0
538,141,540
41,98,104
0,0,100
141,101,122
185,158,475
170,67,2
91,81,419
78,30,477
86,107,488
139,58,514
95,0,183
148,119,108
562,0,542
600,69,496
71,111,107
83,95,595
11,0,56
114,90,509
113,153,506
17,0,0
537,0,619
519,146,291
55,79,1
80,2,512
132,113,0
0,85,294
453,645,631
76,154,361
118,72,20
22,97,0
46,6,14
152,23,54
5,80,135
124,134,478
114,63,550
70,143,309
90,79,140
91,71,88
112,63,102
0,78,0
113,113,251
72,70,0
103,152,94
518,133,576
0,83,7
107,87,227
67,128,555
62,96,0
65,120,144
70,0,460
84,103,483
12,81,66
80,126,23
95,93,113
99,90,449
130,28,419
17,104,48
90,117,503
111,72,0
197,0,163
102,81,123
92,25,347
124,78,317
40,113,319
131,105,96
577,94,571
147,110,168
0,65,7
11,75,495
90,0,176
537,640,561
138,115,453
121,8,88
111,83,119
532,49,531
0,112,23
93,65,463
118,50,1
536,56,616
142,99,450
81,77,0
103,88,95
571,0,565
106,0,39
79,105,54
319,143,570
110,46,33
344,53,330
129,38,468
89,54,112
127,77,467
110,68,501
118,27,479
121,127,104
40,124,33
97,34,37
103,128,0
6,34,0
45,46,479
0,1,0
80,152,496
118,16,0
400,28,301
0,0,303
84,98,0
67,38,0
121,88,0
97,95,525
103,47,0
99,0,79
494,646,637
109,48,465
0,83,373
563,63,593
100,12,99
105,117,539
580,80,508
103,0,92
21,66,39
99,76,28
429,155,670
204,99,513
116,129,22
4,68,51
97,103,104
124,81,66
77,12,481
115,116,759
25,0,0
140,99,492
91,100,171
147,91,492
130,74,0
215,34,493
58,12,0
27,104,70
0,70,468
106,0,224
120,119,130
587,312,486
100,29,506
100,99,16
161,65,526
90,110,0
130,0,50
55,95,467
76,0,515
135,29,104
530,52,623
8,34,0
81,17,28
151,38,377
89,128,0
140,132,164
158,39,121
587,118,447
60,67,346
125,81,321
100,89,0
68,57,264
141,44,0
566,699,632
85,100,484
0,51,156
574,77,501
111,106,98
415,76,503
109,102,474
121,90,486
429,126,604
0,58,540
107,93,53
11,84,103
519,75,562
109,137,85
129,118,509
47,100,512
204,77,479
78,82,51
63,126,587
521,19,572
123,85,94
106,50,34
225,69,447
121,13,0
189,21,401
89,59,349
107,77,424
126,86,127
179,83,574
105,37,479
575,0,514
180,22,161
227,111,135
95,102,92
77,119,474
82,12,81
136,0,0
549,119,489
143,44,229
35,147,76
550,140,494
48,101,30
155,73,493
103,0,36
87,140,160
70,126,44
513,664,634
381,122,431
107,109,467
301,57,329
593,77,525
64,449,538
0,396,306
54,78,53
528,662,622
567,84,544
0,213,399
171,123,393
127,84,0
199,105,496
185,87,133
160,52,67
117,158,54
93,76,0
60,119,470
499,52,577
78,134,0
35,91,34
0,90,463
97,0,102
69,103,0
46,28,7
45,123,103
181,33,458
122,106,435
0,72,30
0,84,445
166,0,17
104,0,496
133,78,116
195,99,184
136,139,519
117,0,0
201,44,467
0,66,60
330,46,531
171,73,90
82,20,415
641,85,628
137,0,0
53,94,2
51,78,32
0,31,128
127,117,123
102,76,390
108,66,185
611,87,570
57,61,2
83,0,261
88,138,13
106,108,462
66,71,0
22,53,87
653,69,543
539,0,553
51,90,233
0,93,460
35,117,78
82,0,104
82,54,470
37,114,15
115,35,17
70,22,127
97,74,80
537,118,567
128,22,0
149,61,50
33,80,0
132,103,104
94,0,490
78,93,490
117,135,0
69,104,270
75,139,133
85,101,62
30,17,0
79,116,508
489,58,545
607,45,534
123,72,446
562,132,555
115,111,89
132,9,61
527,422,593
36,112,27
615,420,601
19,87,422
0,19,340
52,125,137
157,70,149
159,101,45
54,42,30
93,128,62
636,63,511
99,79,322
163,0,37
132,73,337
131,0,0
573,0,568
75,108,531
543,20,544
607,100,552
100,92,338
132,29,68
133,0,80
58,4,71
93,118,84
147,102,517
484,63,548
0,142,0
20,68,67
72,85,102
76,115,225
85,2,485
89,50,441
84,8,177
104,0,51
26,128,92
583,61,632
111,86,116
390,70,323
29,0,15
24,23,0
495,94,535
19,107,349
155,129,0
93,0,70
273,108,566
85,0,22
69,66,110
193,59,423
157,27,460
0,71,15
97,108,3
122,40,132
310,66,236
486,0,480
50,107,94
83,121,531
101,118,155
104,61,95
28,104,28
73,25,140
68,39,508
187,0,440
107,0,524
522,10,536
131,101,460
37,84,91
120,0,371
596,37,526
88,88,54
0,61,183
105,80,113
21,78,0
0,90,429
557,11,537
0,109,145
0,116,98
0,21,0
108,83,489
96,57,422
30,112,483
294,120,447
72,55,28
50,118,0
78,107,0
129,96,58
596,49,326
100,24,27
91,30,25
52,95,313
113,112,454
0,105,99
89,110,0
564,0,557
570,7,458
553,691,657
129,0,0
169,99,441
69,38,0
222,144,547
52,82,153
87,0,426
76,0,120
180,20,500
45,69,17
147,22,0
493,684,629
305,130,179
34,66,125
98,6,427
116,91,465
42,51,56
522,69,582
93,0,457
151,98,480
207,129,406
100,0,519
11,121,447
133,0,66
17,151,281
29,465,499
114,68,72
609,65,551
0,143,101
83,87,127
169,83,328
121,62,22
79,87,158
107,29,229
101,110,90
115,111,312
114,408,548
68,116,177
77,47,564
27,51,56
598,618,650
122,0,54
87,89,27
64,129,0
101,65,50
57,116,0
519,695,651
40,44,50
477,652,557
141,122,557
83,42,30
72,131,485
198,103,508
24,14,138
35,108,124
42,99,52
89,55,64
127,9,110
117,96,419
51,71,0
50,111,515
52,112,162
103,140,120
135,101,483
0,144,520
153,0,422
95,121,0
55,81,473
8,95,17
57,109,19
61,110,467
77,105,566
57,55,112
99,109,447
0,92,116
562,67,545
132,98,405
580,71,499
119,70,19
617,0,588
1,49,163
220,129,245
556,28,535
181,85,506
85,73,128
93,42,61
85,33,97
75,75,99
592,38,608
185,48,112
476,121,477
152,123,560
153,70,54
136,94,84
92,77,64
131,131,90
211,20,529
0,0,66
134,134,515
55,101,22
38,91,103
138,102,180
0,116,98
543,53,553
491,119,531
75,368,304
111,127,30
91,102,60
66,82,0
145,2,387
100,117,121
93,123,573
125,106,60
317,0,179
46,85,114
60,125,494
45,95,63
30,115,448
100,82,151
95,0,455
492,0,316
80,5,75
50,142,5
104,23,195
38,139,469
131,75,11
57,46,0
160,81,257
66,64,83
120,42,182
91,0,106
70,120,577
98,22,92
467,136,451
0,126,368
87,59,128
555,27,577
322,21,460
96,49,417
482,633,558
110,0,20
70,128,387
292,72,253
84,97,99
126,111,1
0,112,490
118,81,362
327,81,296
0,116,52
117,25,36
48,0,96
214,84,602
23,9,473
92,0,398
79,91,32
97,43,102
93,0,398
106,55,385
0,124,44
63,120,0
99,97,400
130,91,533
624,424,440
147,41,470
81,92,457
416,95,587
35,137,103
56,67,3
108,56,100
60,0,457
102,112,173
117,121,47
31,105,517
108,96,0
23,154,12
97,114,119
505,614,558
458,593,594
38,79,0
444,125,352
528,35,205
84,60,116
11,112,479
0,114,104
606,122,495
376,87,608
80,77,279
113,113,72
117,0,574
0,35,0
364,189,471
93,117,74
0,113,499
15,84,379
68,108,468
577,77,557
45,132,437
93,33,563
53,114,158
54,78,62
112,82,455
95,151,63
90,122,0
17,114,0
128,37,165
122,107,0
0,13,22
60,23,153
92,80,364
91,42,47
137,79,450
92,17,337
56,74,53
81,89,540
12,107,123
106,102,0
582,120,488
87,116,47
44,63,108
0,11,103
24,74,468
0,127,0
563,422,504
45,68,141
195,65,0
0,4,45
63,19,60
534,106,516
2,35,55
71,36,379
102,88,134
592,131,555
93,50,97
158,80,506
111,132,459
67,109,488
73,90,43
97,73,0
10,92,85
144,60,447
110,92,530
1,70,53
64,82,46
37,28,0
19,50,48
127,65,0
90,50,374
2,131,91
105,74,78
71,103,72
55,105,65
29,44,126
51,94,0
86,75,99
25,3,505
152,68,450
109,104,30
92,122,360
58,113,3
111,24,432
0,47,75
76,100,27
91,109,294
523,140,579
141,82,76
96,91,47
208,108,520
37,0,437
121,0,72
47,27,374
31,46,0
97,95,518
31,51,450
0,95,0
114,20,524
77,0,0
129,24,237
102,97,27
91,49,499
0,80,0
564,77,544
95,0,67
39,41,0
0,119,5
71,78,0
144,0,9
27,0,86
94,72,66
57,135,86
0,76,98
274,37,614
71,73,89
119,60,58
624,235,385
101,87,44
222,0,166
582,109,521
63,47,144
14,78,511
70,46,59
217,12,393
428,109,453
121,65,8
82,0,449
72,72,48
67,117,507
59,134,70
91,57,444
109,74,70
625,590,548
43,105,88
44,118,187
161,82,445
47,124,58
129,95,531
127,36,377
87,131,474
47,112,490
582,105,441
341,123,364
13,174,117
0,79,82
123,81,45
216,0,592
345,74,298
75,0,66
122,112,0
117,21,64
61,28,428
55,116,1
52,42,120
89,102,78
119,83,13
126,126,89
538,689,634
80,102,501
106,0,176
81,42,15
139,104,29
73,73,89
114,0,227
99,112,0
58,144,443
81,64,50
86,90,435
20,118,0
0,0,459
583,119,531
205,63,512
101,111,431
71,97,91
517,656,617
19,127,468
66,127,139
167,65,429
553,625,677
89,89,86
101,0,6
17,498,556
69,107,446
51,0,41
561,87,551
74,0,486
152,50,133
65,86,41
187,0,339
128,43,298
107,85,0
113,61,80
71,81,11
509,114,606
87,24,194
191,103,623
118,0,100
133,64,491
103,0,74
67,40,0
264,23,585
643,94,492
57,433,535
105,94,523
68,0,345
116,92,118
505,646,560
101,81,425
0,91,444
87,104,455
42,92,0
61,50,414
100,91,7
591,122,540
71,82,480
117,109,37
122,106,254
549,43,492
137,0,59
110,90,469
114,84,144
70,70,113
34,0,0
546,129,583
127,0,105
141,125,59
78,0,546
64,135,14
10,92,6
0,153,75
53,111,448
76,109,85
580,58,578
67,36,447
70,10,18
598,74,608
32,148,443
528,23,482
61,107,0
591,81,497
508,100,452
113,96,553
145,86,455
102,74,451
56,106,111
65,58,0
629,142,527
548,664,615
53,80,0
511,80,540
108,65,528
119,37,0
115,111,95
511,688,645
131,143,257
116,60,87
84,137,66
170,39,516
587,77,548
101,92,81
0,15,19
104,86,48
557,672,639
59,74,642
94,0,81
106,101,495
55,113,0
91,106,482
90,0,58
48,129,367
124,10,511
39,84,0
97,59,151
520,657,579
97,156,92
89,0,35
193,74,567
198,0,271
148,85,100
611,614,653
137,48,201
104,109,0
29,121,454
133,156,512
113,94,419
126,68,0
512,684,615
604,0,445
54,21,65
121,66,0
93,99,35
69,24,0
153,4,247
120,41,82
158,67,177
3,28,72
552,110,501
76,107,33
136,100,0
46,0,1
66,79,198
112,0,78
23,90,86
92,22,62
41,76,119
599,84,563
70,7,112
130,116,0
111,35,505
0,130,104
0,113,0
97,125,474
542,82,560
28,33,15
120,130,557
606,67,518
124,1,59
32,0,13
103,93,0
52,118,0
138,78,47
52,89,72
120,120,552
152,23,425
583,620,618
503,112,388
2,74,0
110,109,121
105,0,0
0,115,0
41,89,454
155,81,433
72,89,430
106,0,0
536,108,534
470,0,599
24,133,139
157,82,84
124,9,133
5,135,102
154,115,598
91,80,0
37,97,108
78,77,479
0,109,396
0,124,97
0,45,104
14,83,58
687,0,587
0,76,557
92,23,362
534,660,644
74,69,446
127,0,524
75,101,448
87,91,0
60,0,98
130,126,428
84,13,448
123,82,92
484,69,306
116,80,450
86,79,31
125,71,234
48,101,64
120,40,390
240,144,604
533,104,527
0,0,137
100,82,38
86,127,624
84,74,52
41,134,124
387,620,489
581,11,413
82,74,81
133,93,485
88,115,610
75,67,95
152,99,0
40,102,68
43,107,309
165,20,422
603,28,592
30,63,188
89,89,485
120,113,371
472,35,116
0,76,30
101,47,55
72,399,406
8,104,15
77,78,51
42,95,458
20,0,458
97,61,109
161,113,77
6,52,471
75,50,0
151,0,70
94,126,0
71,85,156
93,90,89
70,0,0
228,118,215
530,117,442
70,0,65
65,73,66
103,77,453
558,712,668
60,88,135
109,66,51
93,0,62
514,31,524
489,676,592
112,4,172
0,0,92
42,0,414
621,59,575
52,102,0
0,6,132
84,75,47
188,53,84
16,125,514
0,23,105
114,0,0
72,64,416
0,143,123
43,83,515
83,66,528
111,125,425
131,124,179
67,105,395
592,24,478
83,98,0
84,88,49
97,44,157
110,0,77
358,0,617
81,76,448
106,61,130
87,101,62
123,107,151
123,23,145
122,18,497
88,80,236
122,25,130
131,68,30
80,145,49
90,40,20
126,97,34
0,58,56
152,86,464
94,43,129
80,73,20
0,108,37
0,101,468
100,80,427
587,111,597
60,105,0
492,685,640
87,156,0
132,57,499
111,97,563
62,10,116
142,36,92
181,107,413
76,119,70
61,84,95
107,69,0
52,101,158
501,81,486
0,102,286
0,37,485
469,655,583
99,0,55
70,156,104
130,68,251
97,0,479
36,111,453
67,62,105
140,82,475
37,83,0
603,0,435
150,33,582
529,123,543
586,92,517
49,90,51
61,65,462
108,44,292
38,60,247
85,0,0
99,119,71
15,96,0
141,28,135
65,63,33
540,56,623
74,50,509
50,0,36
131,72,106
0,67,83
117,73,326
109,461,446
276,106,464
131,32,67
0,95,112
139,142,357
163,22,189
